0_0: PFC10_API0036
0_3514: PF3D7_0821200
0_3515: PF3D7_1433300
0_3516: PF3D7_1329300
0_3517: PF3D7_1446900
0_3518: PF3D7_1021600
0_3519: PF3D7_1242500
0_3520: PF3D7_0623600
0_3521: PF3D7_0515600
0_3522: PF3D7_0826200
0_3523: PF3D7_1453400
0_3524: PF3D7_0823400
0_3525: PF3D7_1247200
0_3526: PF3D7_1457400
0_3527: PF3D7_1463600
0_3528: PF3D7_0414500
0_3529: PF3D7_1006300
0_3530: PF3D7_1341300
0_3531: PF3D7_1358700
0_3532: PF3D7_1004800
0_3533: PF3D7_1033900
0_3534: PF3D7_1330400.2
0_3535: PF3D7_1229900.2
0_3536: PF3D7_1217400
0_3537: PF3D7_1371500
0_3538: PF3D7_1401100
0_3539: PF3D7_0912700
0_3540: PF3D7_0304900
0_3541: PF3D7_0316700
0_3542: PF3D7_1009700
0_3543: PF3D7_1331100
0_3544: PF3D7_0529200
0_3545: PF3D7_1114000
0_3546: PF3D7_1408900
0_3547: PF3D7_0610500
0_3548: PF3D7_0221500
0_3549: PF3D7_1139500.1
0_3550: PF3D7_1205400
0_3551: PF3D7_0109500
0_3552: PF3D7_1143400
0_3553: PF3D7_0917400
0_3554: PF3D7_1026100
0_3555: PF3D7_1026200
0_3556: PF3D7_1217200
0_3557: PF3D7_0314700
0_3558: PF3D7_1342200
0_3559: PF3D7_0421900
0_3560: PF3D7_1205600
0_3561: PF3D7_1404100
0_3562: PF3D7_1430900
0_3563: PF3D7_0422700
0_3564: PF3D7_0825300
0_3565: PF3D7_1214000
0_3566: PF3D7_1000900
0_3567: PF3D7_0619200
0_3568: PF3D7_1010000
0_3569: PF3D7_1202300
0_3570: PF3D7_0629200
0_3571: PF3D7_0905700.1
0_3572: PF3D7_1112700
0_3573: PF3D7_0808000
0_3574: PF3D7_1345400
0_3575: PF3D7_1139900
0_3576: PF3D7_1012800
0_3577: PF3D7_1019400
0_3578: PF3D7_0814300
0_3579: PF3D7_0829000
0_3580: PF3D7_1338700
0_3581: PF3D7_1230200
0_3582: PF3D7_1223600
0_3583: PF3D7_1008100
0_3584: PF3D7_0907700
0_3585: PF3D7_0913400
0_3586: PF3D7_0403500
0_3587: PF3D7_0609300
0_3588: PF3D7_0105700
0_3589: PF3D7_0932700
0_3590: PF3D7_0511500
0_3591: PF3D7_0405800
0_3592: PF3D7_1443800
0_3593: PF3D7_1221700
0_3594: PF3D7_1104600
0_3595: PF3D7_1357500
0_3596: PF3D7_1025700
0_3597: PF3D7_0934500
0_3598: PF3D7_0907800
0_3599: PF3D7_0911800
0_3600: PF3D7_0531200
0_3601: PF3D7_0511100
0_3602: PF3D7_1438700
0_3603: PF3D7_0605200
0_3604: PF3D7_0606700
0_3605: PF3D7_1319600
0_3606: PF3D7_1137500
0_3607: PF3D7_1314100
0_3608: PF3D7_1128500
0_3609: PF3D7_1214300
0_3610: PF3D7_0907000
0_3611: PF3D7_0729600
0_3612: PF3D7_1367200
0_3613: PF3D7_1449600
0_3614: PF3D7_0516000
0_3615: PF3D7_0607100
0_3616: PF3D7_0509700
0_3617: PF3D7_0828700
0_3618: PF3D7_1462900
0_3619: PF3D7_0729100
0_3620: PF3D7_1131400
0_3621: PF3D7_1229900.1
0_3622: PF3D7_1217500
0_3623: PF3D7_1356600
0_3624: PF3D7_1401600
0_3625: PF3D7_0501000
0_3626: PF3D7_1419700
0_3627: PF3D7_0910100
0_3628: PF3D7_1433800
0_3629: PF3D7_1026000
0_3630: PF3D7_1415500
0_3631: PF3D7_0920200
0_3632: PF3D7_0932100
0_3633: PF3D7_1335600
0_3634: PF3D7_0602600
0_3635: PF3D7_1421600
0_3636: PF3D7_0706300
0_3637: PF3D7_1339600
0_3638: PF3D7_1347400
0_3639: PF3D7_0703100
0_3640: PF3D7_0522900
0_3641: PF3D7_1446700
0_3642: PF3D7_0313700.2
0_3643: PF3D7_1428800.2
0_3644: PF3D7_1319400
0_3645: PF3D7_0917800
0_3646: PF3D7_1329400
0_3647: PF3D7_0204400
0_3648: PF3D7_1013400
0_3649: PF3D7_0911400
0_3650: PF3D7_0214400
0_3651: PF3D7_1478800
0_3652: PF3D7_1247600
0_3653: PF3D7_1442400
0_3654: PF3D7_1035000
0_3655: PF3D7_1219800
0_3656: PF3D7_0310700
0_3657: PF3D7_0732000
0_3658: PF3D7_0928300
0_3659: PF3D7_1321100
0_3660: PF3D7_1218900
0_3661: PF3D7_1305400
0_3662: PF3D7_1406200
0_3663: PF3D7_1478300
0_3664: PF3D7_0805100
0_3665: PF3D7_1471800
0_3666: PF3D7_0500600
0_3667: PF3D7_1023500
0_3668: PF3D7_1207900
0_3669: PF3D7_1213200
0_3670: PF3D7_0806500
0_3671: PF3D7_1221800
0_3672: PF3D7_1436900
0_3673: PF3D7_0913800
0_3674: PF3D7_1311600
0_3675: PF3D7_1462500
0_3676: PF3D7_1135000.3
0_3677: PF3D7_0105400.2
0_3678: PF3D7_0216100
0_3679: PF3D7_1016100
0_3680: PF3D7_0925000
0_3681: PF3D7_1138300
0_3682: PF3D7_1036800
0_3683: PF3D7_1469500
0_3684: PF3D7_1203100
0_3685: PF3D7_1144100
0_3686: PF3D7_1112900
0_3687: PF3D7_1022100
0_3688: PF3D7_0620700
0_3689: PF3D7_1330600
0_3690: PF3D7_1008700
0_3691: PF3D7_1225200
0_3692: PF3D7_0423000
0_3693: PF3D7_0313500
0_3694: PF3D7_0727400
0_3695: PF3D7_1131100
0_3696: PF3D7_1130400
0_3697: PF3D7_1129200
0_3698: PF3D7_1127100
0_3699: PF3D7_1126900
0_3700: PF3D7_1125300
0_3701: PF3D7_1124000
0_3702: PF3D7_1120900
0_3703: PF3D7_1116600
0_3704: PF3D7_1114800
0_3705: PF3D7_1109900
0_3706: PF3D7_1103800
0_3707: PF3D7_1103100
0_3708: PF3D7_1101100
0_3709: PF3D7_1100200
0_3710: PF3D7_1373000
0_3711: PF3D7_1372600
0_3712: PF3D7_1367800
0_3713: PF3D7_1364300
0_3714: PF3D7_1364100
0_3715: PF3D7_1363800
0_3716: PF3D7_1361100
0_3717: PF3D7_1361000
0_3718: PF3D7_1360500
0_3719: PF3D7_1355700
0_3720: PF3D7_1348700
0_3721: PF3D7_1347100
0_3722: PF3D7_1345900
0_3723: PF3D7_1343900
0_3724: PF3D7_1342600
0_3725: PF3D7_1342100
0_3726: PF3D7_1338100
0_3727: PF3D7_1335300
0_3728: PF3D7_1334500
0_3729: PF3D7_1333000
0_3730: PF3D7_1324700
0_3731: PF3D7_1323400
0_3732: PF3D7_1322500
0_3733: PF3D7_1320400
0_3734: PF3D7_1313000
0_3735: PF3D7_1312000
0_3736: PF3D7_1309300
0_3737: PF3D7_1306400
0_3738: PF3D7_1303500
0_3739: PF3D7_1300500
0_3740: PF3D7_1300300
0_3741: PF3D7_0833400
0_3742: PF3D7_0833200
0_3743: PF3D7_0832500
0_3744: PF3D7_0830500
0_3745: PF3D7_0828000
0_3746: PF3D7_0826500
0_3747: PF3D7_0823300
0_3748: PF3D7_0822300
0_3749: PF3D7_0815600
0_3750: PF3D7_0811500
0_3751: PF3D7_0810800
0_3752: PF3D7_0810300
0_3753: PF3D7_0810200
0_3754: PF3D7_0809200
0_3755: PF3D7_0808700
0_3756: PF3D7_0803700
0_3757: PF3D7_0801700
0_3758: PF3D7_0800500
0_3759: PF3D7_0732900
0_3760: PF3D7_0732400
0_3761: PF3D7_0732200
0_3762: PF3D7_0727300
0_3763: PF3D7_0726300
0_3764: PF3D7_0724200
0_3765: PF3D7_1040800
0_3766: PF3D7_1036700
0_3767: PF3D7_1035700
0_3768: PF3D7_1034600
0_3769: PF3D7_1033200
0_3770: PF3D7_1032400
0_3771: PF3D7_1032100
0_3772: PF3D7_1031200
0_3773: PF3D7_1030600
0_3774: PF3D7_1030000
0_3775: PF3D7_1028100
0_3776: PF3D7_1022400
0_3777: PF3D7_1020900
0_3778: PF3D7_1020800
0_3779: PF3D7_1015300
0_3780: PF3D7_1000400
0_3781: PF3D7_1254700
0_3782: PF3D7_1254500
0_3783: PF3D7_1247400
0_3784: PF3D7_1245100
0_3785: PF3D7_1243800
0_3786: PF3D7_1241100
0_3787: PF3D7_1239200
0_3788: PF3D7_1230300
0_3789: PF3D7_1229800
0_3790: PF3D7_1228600
0_3791: PF3D7_1224500
0_3792: PF3D7_1224000
0_3793: PF3D7_1222300
0_3794: PF3D7_1219700
0_3795: PF3D7_1215200
0_3796: PF3D7_1214400
0_3797: PF3D7_1211300
0_3798: PF3D7_1210000
0_3799: PF3D7_1208600
0_3800: PF3D7_1203200
0_3801: PF3D7_1202900
0_3802: PF3D7_1201800
0_3803: PF3D7_1201300
0_3804: PF3D7_1200200
0_3805: PF3D7_0222600
0_3806: PF3D7_0222300
0_3807: PF3D7_0220800
0_3808: PF3D7_0214900
0_3809: PF3D7_0210700
0_3810: PF3D7_0208500
0_3811: PF3D7_0208200
0_3812: PF3D7_0206200
0_3813: PF3D7_0205900
0_3814: PF3D7_0202700
0_3815: PF3D7_0201600
0_3816: PF3D7_1477800
0_3817: PF3D7_1477600
0_3818: PF3D7_1470000
0_3819: PF3D7_1468500
0_3820: PF3D7_1461500
0_3821: PF3D7_1461200
0_3822: PF3D7_1455000
0_3823: PF3D7_1454400
0_3824: PF3D7_1452500
0_3825: PF3D7_1449700
0_3826: PF3D7_1449400
0_3827: PF3D7_1446800
0_3828: PF3D7_1446600
0_3829: PF3D7_1446200
0_3830: PF3D7_1444800
0_3831: PF3D7_1443900
0_3832: PF3D7_1443700
0_3833: PF3D7_1436300
0_3834: PF3D7_1436000
0_3835: PF3D7_1434300
0_3836: PF3D7_1432000
0_3837: PF3D7_1430100
0_3838: PF3D7_1426500
0_3839: PF3D7_1422800
0_3840: PF3D7_1416200
0_3841: PF3D7_1414500
0_3842: PF3D7_1410400
0_3843: PF3D7_1406800
0_3844: PF3D7_1406700
0_3845: PF3D7_1406500
0_3846: PF3D7_1401000
0_3847: PF3D7_0425600
0_3848: PF3D7_0422800
0_3849: PF3D7_0422500
0_3850: PF3D7_0421300
0_3851: PF3D7_0421200
0_3852: PF3D7_0421100
0_3853: PF3D7_0416800
0_3854: PF3D7_0415300
0_3855: PF3D7_0413300
0_3856: PF3D7_0405900
0_3857: PF3D7_0403900
0_3858: PF3D7_0402700
0_3859: PF3D7_0402300
0_3860: PF3D7_0401300
0_3861: PF3D7_0401200
0_3862: PF3D7_0400900
0_3863: PF3D7_0533100
0_3864: PF3D7_0532100
0_3865: PF3D7_0528200
0_3866: PF3D7_0524000
0_3867: PF3D7_0520300
0_3868: PF3D7_0519500
0_3869: PF3D7_0518800
0_3870: PF3D7_0518700
0_3871: PF3D7_0518500
0_3872: PF3D7_0517400
0_3873: PF3D7_0515700
0_3874: PF3D7_0512200
0_3875: PF3D7_0511800
0_3876: PF3D7_0511600
0_3877: PF3D7_0509800
0_3878: PF3D7_0506800
0_3879: PF3D7_0506200
0_3880: PF3D7_0505100
0_3881: PF3D7_0503600
0_3882: PF3D7_0501300
0_3883: PF3D7_0501200
0_3884: PF3D7_0632500
0_3885: PF3D7_0632400
0_3886: PF3D7_0632000
0_3887: PF3D7_0631800
0_3888: PF3D7_0631200
0_3889: PF3D7_0629700
0_3890: PF3D7_0624600
0_3891: PF3D7_0621200
0_3892: PF3D7_0616800
0_3893: PF3D7_0616500
0_3894: PF3D7_0612100
0_3895: PF3D7_0611700
0_3896: PF3D7_0611200
0_3897: PF3D7_0610100
0_3898: PF3D7_0609800
0_3899: PF3D7_0608800
0_3900: PF3D7_0603500
0_3901: PF3D7_0600800
0_3902: PF3D7_0600700
0_3903: PF3D7_0324700
0_3904: PF3D7_0322300
0_3905: PF3D7_0320500
0_3906: PF3D7_0319700
0_3907: PF3D7_0318200
0_3908: PF3D7_0314000
0_3909: PF3D7_0310400
0_3910: PF3D7_0308900
0_3911: PF3D7_0302100
0_3912: PF3D7_0300800
0_3913: PF3D7_0300700
0_3914: PF3D7_0114100
0_3915: PF3D7_0110200
0_3916: PF3D7_0107800
0_3917: PF3D7_0104400
0_3918: PF3D7_0103900
0_3919: PF3D7_0103800
0_3920: PF3D7_0101500
0_3921: PF3D7_0101000
0_3922: PF3D7_0100100
0_3923: PF3D7_1149800
0_3924: PF3D7_1149000
0_3925: PF3D7_1147000
0_3926: PF3D7_1146000
0_3927: PF3D7_1145500
0_3928: PF3D7_1144700
0_3929: PF3D7_1138400
0_3930: PF3D7_0715000
0_3931: PF3D7_0711900
0_3932: PF3D7_0709000
0_3933: PF3D7_0708300
0_3934: PF3D7_0704600
0_3935: PF3D7_0701600
0_3936: PF3D7_0701200
0_3937: PF3D7_0700100
0_3938: PF3D7_0937600
0_3939: PF3D7_0936000
0_3940: PF3D7_0935600
0_3941: PF3D7_0932600
0_3942: PF3D7_0932300
0_3943: PF3D7_0932200
0_3944: PF3D7_0930300
0_3945: PF3D7_0927900
0_3946: PF3D7_0927300
0_3947: PF3D7_0925500
0_3948: PF3D7_0925200
0_3949: PF3D7_0922400
0_3950: PF3D7_0921400
0_3951: PF3D7_0919400
0_3952: PF3D7_0917100
0_3953: PF3D7_0913200
0_3954: PF3D7_0910000
0_3955: PF3D7_0903900
0_3956: PF3D7_0901100
0_3957: PF3D7_0900500
0_3958: PF3D7_0900400
0_3959: PF3D7_0900200
0_3960: PF3D7_1135100
0_3961: PF3D7_1130000
0_3962: PF3D7_1129100
0_3963: PF3D7_1126100
0_3964: PF3D7_1124700
0_3965: PF3D7_1123100
0_3966: PF3D7_1122800
0_3967: PF3D7_1120100
0_3968: PF3D7_1115700
0_3969: PF3D7_1115200
0_3970: PF3D7_1110500
0_3971: PF3D7_1107800
0_3972: PF3D7_1104200
0_3973: PF3D7_1104100
0_3974: PF3D7_1103600
0_3975: PF3D7_1102500
0_3976: PF3D7_1101700
0_3977: PF3D7_1101500
0_3978: PF3D7_1100400
0_3979: PF3D7_1100100
0_3980: PF3D7_1369000
0_3981: PF3D7_1368600
0_3982: PF3D7_1361900
0_3983: PF3D7_1359200
0_3984: PF3D7_1358300
0_3985: PF3D7_1355800
0_3986: PF3D7_1353200
0_3987: PF3D7_1350100
0_3988: PF3D7_1346800
0_3989: PF3D7_1345700
0_3990: PF3D7_1344200
0_3991: PF3D7_1343400
0_3992: PF3D7_1335200
0_3993: PF3D7_1333700
0_3994: PF3D7_1333600
0_3995: PF3D7_1329700
0_3996: PF3D7_1323500
0_3997: PF3D7_1312600
0_3998: PF3D7_1311500
0_3999: PF3D7_1311400
0_4000: PF3D7_1309200
0_4001: PF3D7_1305200
0_4002: PF3D7_1300800
0_4003: PF3D7_0831300
0_4004: PF3D7_0827000
0_4005: PF3D7_0824700
0_4006: PF3D7_0820200
0_4007: PF3D7_0820000
0_4008: PF3D7_0815800
0_4009: PF3D7_0814900
0_4010: PF3D7_0813700
0_4011: PF3D7_0812300
0_4012: PF3D7_0811200
0_4013: PF3D7_0809900
0_4014: PF3D7_0808400
0_4015: PF3D7_0800100
0_4016: PF3D7_0731600
0_4017: PF3D7_0731500
0_4018: PF3D7_0729000
0_4019: PF3D7_0721700
0_4020: PF3D7_1041000
0_4021: PF3D7_1039800
0_4022: PF3D7_1039700
0_4023: PF3D7_1037700
0_4024: PF3D7_1035300
0_4025: PF3D7_1033600
0_4026: PF3D7_1033400
0_4027: PF3D7_1028300
0_4028: PF3D7_1027300
0_4029: PF3D7_1023900
0_4030: PF3D7_1019900
0_4031: PF3D7_1012600
0_4032: PF3D7_1008000
0_4033: PF3D7_1002200
0_4034: PF3D7_1001000
0_4035: PF3D7_1000100
0_4036: PF3D7_1255100
0_4037: PF3D7_1253700
0_4038: PF3D7_1253600
0_4039: PF3D7_1249300
0_4040: PF3D7_1244600
0_4041: PF3D7_1242800
0_4042: PF3D7_1241700
0_4043: PF3D7_1240300
0_4044: PF3D7_1240100
0_4045: PF3D7_1238900
0_4046: PF3D7_1238800
0_4047: PF3D7_1235300
0_4048: PF3D7_1235200
0_4049: PF3D7_1232200
0_4050: PF3D7_1230900
0_4051: PF3D7_1230700
0_4052: PF3D7_1230400
0_4053: PF3D7_1226100
0_4054: PF3D7_1222700
0_4055: PF3D7_1221000
0_4056: PF3D7_1219300
0_4057: PF3D7_1213800
0_4058: PF3D7_1210900
0_4059: PF3D7_1209800
0_4060: PF3D7_1205700
0_4061: PF3D7_1205100
0_4062: PF3D7_1203000
0_4063: PF3D7_1200300
0_4064: PF3D7_1200100
0_4065: PF3D7_0223400
0_4066: PF3D7_0214100
0_4067: PF3D7_0211200
0_4068: PF3D7_0209300
0_4069: PF3D7_0208900
0_4070: PF3D7_0207600
0_4071: PF3D7_0200500
0_4072: PF3D7_0200200
0_4073: PF3D7_1480000
0_4074: PF3D7_1472200
0_4075: PF3D7_1469200
0_4076: PF3D7_1466400
0_4077: PF3D7_1463700
0_4078: PF3D7_1458100
0_4079: PF3D7_1453700
0_4080: PF3D7_1452000
0_4081: PF3D7_1451600
0_4082: PF3D7_1451400
0_4083: PF3D7_1443500
0_4084: PF3D7_1443000
0_4085: PF3D7_1442900
0_4086: PF3D7_1434200
0_4087: PF3D7_1423000
0_4088: PF3D7_1420400
0_4089: PF3D7_1415000
0_4090: PF3D7_1414400
0_4091: PF3D7_1412800
0_4092: PF3D7_1408200
0_4093: PF3D7_1408100
0_4094: PF3D7_1407000
0_4095: PF3D7_1405500
0_4096: PF3D7_1403800
0_4097: PF3D7_1402300
0_4098: PF3D7_1400500
0_4099: PF3D7_0421500
0_4100: PF3D7_0420200
0_4101: PF3D7_0412600
0_4102: PF3D7_0409900
0_4103: PF3D7_0405300
0_4104: PF3D7_0532700
0_4105: PF3D7_0527200
0_4106: PF3D7_0527000
0_4107: PF3D7_0525800
0_4108: PF3D7_0517700
0_4109: PF3D7_0516100
0_4110: PF3D7_0515100
0_4111: PF3D7_0511700
0_4112: PF3D7_0510500
0_4113: PF3D7_0510300
0_4114: PF3D7_0509600
0_4115: PF3D7_0508700
0_4116: PF3D7_0508000
0_4117: PF3D7_0507600
0_4118: PF3D7_0507200
0_4119: PF3D7_0500700
0_4120: PF3D7_0631500
0_4121: PF3D7_0631400
0_4122: PF3D7_0617500
0_4123: PF3D7_0612200
0_4124: PF3D7_0610900
0_4125: PF3D7_0605300
0_4126: PF3D7_0603700
0_4127: PF3D7_0603400
0_4128: PF3D7_0601400
0_4129: PF3D7_0601200
0_4130: PF3D7_0600900
0_4131: PF3D7_0322500
0_4132: PF3D7_0322000
0_4133: PF3D7_0320400
0_4134: PF3D7_0317200
0_4135: PF3D7_0316000
0_4136: PF3D7_0310100
0_4137: PF3D7_0306800
0_4138: PF3D7_0306200
0_4139: PF3D7_0304500
0_4140: PF3D7_0303700
0_4141: PF3D7_0302200
0_4142: PF3D7_0301600
0_4143: PF3D7_0300200
0_4144: PF3D7_0114200
0_4145: PF3D7_0109000
0_4146: PF3D7_0107000
0_4147: PF3D7_0106300
0_4148: PF3D7_0101600
0_4149: PF3D7_0101300
0_4150: PF3D7_0100200
0_4151: PF3D7_1144600
0_4152: PF3D7_1143100
0_4153: PF3D7_1142400
0_4154: PF3D7_1138500
0_4155: PF3D7_0715400
0_4156: PF3D7_0714000
0_4157: PF3D7_0713000
0_4158: PF3D7_0712400
0_4159: PF3D7_0711000
0_4160: PF3D7_0937300
0_4161: PF3D7_0936400
0_4162: PF3D7_0935800
0_4163: PF3D7_0934800
0_4164: PF3D7_0934400
0_4165: PF3D7_0932500
0_4166: PF3D7_0926700
0_4167: PF3D7_0923300
0_4168: PF3D7_0923200
0_4169: PF3D7_0922500
0_4170: PF3D7_0918300
0_4171: PF3D7_0916700
0_4172: PF3D7_0911900
0_4173: PF3D7_0911300
0_4174: PF3D7_0907400
0_4175: PF3D7_0905900
0_4176: PF3D7_1136400
0_4177: PF3D7_1134100
0_4178: PF3D7_1128200
0_4179: PF3D7_1118700
0_4180: PF3D7_1116300
0_4181: PF3D7_1115900
0_4182: PF3D7_1115600
0_4183: PF3D7_1115500
0_4184: PF3D7_1110700
0_4185: PF3D7_1108200
0_4186: PF3D7_1105100
0_4187: PF3D7_1102700
0_4188: PF3D7_1101600
0_4189: PF3D7_1372400
0_4190: PF3D7_1372200
0_4191: PF3D7_1372100
0_4192: PF3D7_1368200
0_4193: PF3D7_1367000
0_4194: PF3D7_1364500
0_4195: PF3D7_1361400
0_4196: PF3D7_1357700
0_4197: PF3D7_1356800
0_4198: PF3D7_1355100
0_4199: PF3D7_1354500
0_4200: PF3D7_1352200
0_4201: PF3D7_1350900
0_4202: PF3D7_1347000
0_4203: PF3D7_1346700
0_4204: PF3D7_1345500
0_4205: PF3D7_1344500
0_4206: PF3D7_1332600
0_4207: PF3D7_1332000
0_4208: PF3D7_1325000
0_4209: PF3D7_1323800
0_4210: PF3D7_1317200
0_4211: PF3D7_1310600
0_4212: PF3D7_1310000
0_4213: PF3D7_1308800
0_4214: PF3D7_1308200
0_4215: PF3D7_1304100
0_4216: PF3D7_1302600
0_4217: PF3D7_1302000
0_4218: PF3D7_0832800
0_4219: PF3D7_0831800
0_4220: PF3D7_0831700
0_4221: PF3D7_0831100
0_4222: PF3D7_0829600
0_4223: PF3D7_0827800
0_4224: PF3D7_0827100
0_4225: PF3D7_0825500
0_4226: PF3D7_0821500
0_4227: PF3D7_0821100
0_4228: PF3D7_0819900
0_4229: PF3D7_0819400
0_4230: PF3D7_0818800
0_4231: PF3D7_0818600
0_4232: PF3D7_0817900
0_4233: PF3D7_0816900
0_4234: PF3D7_0815000
0_4235: PF3D7_0814200
0_4236: PF3D7_0810500
0_4237: PF3D7_0809100
0_4238: PF3D7_0808800
0_4239: PF3D7_0805200
0_4240: PF3D7_0804800
0_4241: PF3D7_0801500
0_4242: PF3D7_0800700
0_4243: PF3D7_0800200
0_4244: PF3D7_0731300
0_4245: PF3D7_0729300
0_4246: PF3D7_1040600
0_4247: PF3D7_1039900
0_4248: PF3D7_1036400
0_4249: PF3D7_1033700
0_4250: PF3D7_1031700
0_4251: PF3D7_1030100
0_4252: PF3D7_1028900
0_4253: PF3D7_1027100
0_4254: PF3D7_1025600
0_4255: PF3D7_1021800
0_4256: PF3D7_1016900
0_4257: PF3D7_1014600
0_4258: PF3D7_1013100
0_4259: PF3D7_1011000
0_4260: PF3D7_1008800
0_4261: PF3D7_1006600
0_4262: PF3D7_1002100
0_4263: PF3D7_1253000
0_4264: PF3D7_1252400
0_4265: PF3D7_1252200
0_4266: PF3D7_1247800
0_4267: PF3D7_1246400
0_4268: PF3D7_1245300
0_4269: PF3D7_1243000
0_4270: PF3D7_1237600
0_4271: PF3D7_1235600
0_4272: PF3D7_1232000
0_4273: PF3D7_1227200
0_4274: PF3D7_1227100
0_4275: PF3D7_1226600
0_4276: PF3D7_1226300
0_4277: PF3D7_1224900
0_4278: PF3D7_1223300
0_4279: PF3D7_1222400
0_4280: PF3D7_1220900
0_4281: PF3D7_1215900
0_4282: PF3D7_1212100
0_4283: PF3D7_1212000
0_4284: PF3D7_1211800
0_4285: PF3D7_1209300
0_4286: PF3D7_1209200
0_4287: PF3D7_1208200
0_4288: PF3D7_1205800
0_4289: PF3D7_0222400
0_4290: PF3D7_0218000
0_4291: PF3D7_0215900
0_4292: PF3D7_0215800
0_4293: PF3D7_0214000
0_4294: PF3D7_0207800
0_4295: PF3D7_0207500
0_4296: PF3D7_0206800
0_4297: PF3D7_0206000
0_4298: PF3D7_0202500
0_4299: PF3D7_1479000
0_4300: PF3D7_1476100
0_4301: PF3D7_1470500
0_4302: PF3D7_1469400
0_4303: PF3D7_1460600
0_4304: PF3D7_1460400
0_4305: PF3D7_1457000
0_4306: PF3D7_1456800
0_4307: PF3D7_1452100
0_4308: PF3D7_1451300
0_4309: PF3D7_1449000
0_4310: PF3D7_1447900
0_4311: PF3D7_1445400
0_4312: PF3D7_1442100
0_4313: PF3D7_1438900
0_4314: PF3D7_1437900
0_4315: PF3D7_1435800
0_4316: PF3D7_1434700
0_4317: PF3D7_1433500
0_4318: PF3D7_1433000
0_4319: PF3D7_1432400
0_4320: PF3D7_1429200
0_4321: PF3D7_1427500
0_4322: PF3D7_1426000
0_4323: PF3D7_1421500
0_4324: PF3D7_1419300
0_4325: PF3D7_1417800
0_4326: PF3D7_1417000
0_4327: PF3D7_1405200
0_4328: PF3D7_1404300
0_4329: PF3D7_1403700
0_4330: PF3D7_0425700
0_4331: PF3D7_0424500
0_4332: PF3D7_0423800
0_4333: PF3D7_0422400
0_4334: PF3D7_0421600
0_4335: PF3D7_0420100
0_4336: PF3D7_0416400
0_4337: PF3D7_0413600
0_4338: PF3D7_0413200
0_4339: PF3D7_0413100
0_4340: PF3D7_0412700
0_4341: PF3D7_0409100
0_4342: PF3D7_0406400
0_4343: PF3D7_0405200
0_4344: PF3D7_0402200
0_4345: PF3D7_0400400
0_4346: PF3D7_0400100
0_4347: PF3D7_0532400
0_4348: PF3D7_0528700
0_4349: PF3D7_0528500
0_4350: PF3D7_0522700
0_4351: PF3D7_0522500
0_4352: PF3D7_0522200
0_4353: PF3D7_0516900
0_4354: PF3D7_0514000
0_4355: PF3D7_0513700
0_4356: PF3D7_0509400
0_4357: PF3D7_0508500
0_4358: PF3D7_0508300
0_4359: PF3D7_0507500
0_4360: PF3D7_0504600
0_4361: PF3D7_0503400
0_4362: PF3D7_0501600
0_4363: PF3D7_0500500
0_4364: PF3D7_0627500
0_4365: PF3D7_0626300
0_4366: PF3D7_0623200
0_4367: PF3D7_0617700
0_4368: PF3D7_0617000
0_4369: PF3D7_0613300
0_4370: PF3D7_0610600
0_4371: PF3D7_0608000
0_4372: PF3D7_0607300
0_4373: PF3D7_0600300
0_4374: PF3D7_0324200
0_4375: PF3D7_0323000
0_4376: PF3D7_0317500
0_4377: PF3D7_0316500
0_4378: PF3D7_0315200
0_4379: PF3D7_0309000
0_4380: PF3D7_0304600
0_4381: PF3D7_0303600
0_4382: PF3D7_0303400
0_4383: PF3D7_0115700
0_4384: PF3D7_0113900
0_4385: PF3D7_0113600
0_4386: PF3D7_0112200
0_4387: PF3D7_0110600
0_4388: PF3D7_0104800
0_4389: PF3D7_0104000
0_4390: PF3D7_0103200
0_4391: PF3D7_0102200
0_4392: PF3D7_1150300
0_4393: PF3D7_1142500
0_4394: PF3D7_1140500
0_4395: PF3D7_0708600
0_4396: PF3D7_0700300
0_4397: PF3D7_0931900
0_4398: PF3D7_0930600
0_4399: PF3D7_0924700
0_4400: PF3D7_0923600
0_4401: PF3D7_0921800
0_4402: PF3D7_0918900
0_4403: PF3D7_0918000
0_4404: PF3D7_0917900
0_4405: PF3D7_0916100
0_4406: PF3D7_0910700
0_4407: PF3D7_0906700
0_4408: PF3D7_0905600
0_4409: PF3D7_0905100
0_4410: PF3D7_0903200
0_4411: PF3D7_0903100
0_4412: PF3D7_0901500
0_4413: PF3D7_1134000
0_4414: PF3D7_1125400
0_4415: PF3D7_1121700
0_4416: PF3D7_1119300
0_4417: PF3D7_1118800
0_4418: PF3D7_1112200
0_4419: PF3D7_1105200
0_4420: PF3D7_1102800
0_4421: PF3D7_1373100
0_4422: PF3D7_1368800
0_4423: PF3D7_1366400
0_4424: PF3D7_1365400
0_4425: PF3D7_1363400
0_4426: PF3D7_1360700
0_4427: PF3D7_1358800
0_4428: PF3D7_1356900
0_4429: PF3D7_1356200
0_4430: PF3D7_1347800
0_4431: PF3D7_1346300
0_4432: PF3D7_1346100
0_4433: PF3D7_1342500
0_4434: PF3D7_1339900
0_4435: PF3D7_1336900
0_4436: PF3D7_1335900
0_4437: PF3D7_1335400
0_4438: PF3D7_1328800
0_4439: PF3D7_1327200
0_4440: PF3D7_1322100
0_4441: PF3D7_1317000
0_4442: PF3D7_1316600
0_4443: PF3D7_1316500
0_4444: PF3D7_1314600
